Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"Y Hou, C Poliquin","CEO Activism, Consumer Polarization, and Firm Performance",2021,"","hbs.edu","https://www.hbs.edu/ris/Publication%20Files/21-106_02e2d2de-deac-4203-9876-723bd0b57486.pdf","https://scholar.google.com/scholar?cites=7129639399966343046&as_sdt=2005&sciodt=2007&hl=en",28,"2025-02-06 14:45:45","PDF","","","",,,,,2,0.50,1,2,4,"… activism’s net effects and its effects in geographic areas more or less likely to support stricter gun control policies. We find that CEO activism … , but the potential of CEO activism to polarize …","https://www.hbs.edu/ris/Publication%20Files/21-106_02e2d2de-deac-4203-9876-723bd0b57486.pdf","https://scholar.google.com/scholar?q=related:hn-fg0KR8WIJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"B Masters","Activist CEOs are focusing on the bottom line",2020,"Financial Times","marcpainter.github.io","https://marcpainter.github.io/marcpainter.com/ft_activist_CEOs_are_%20focusing_on_the_bottom_line.pdf","https://scholar.google.com/scholar?cites=11328005064747391402&as_sdt=2005&sciodt=2007&hl=en",61,"2025-02-06 14:45:45","","","","",,,,,2,0.40,2,1,5,"… in the week after liberal activist statements, as well as sales increases in the current and following quarters. “These signals may not be an outpouring of CEO beliefs but an effort to …","","https://scholar.google.com/scholar?q=related:qhkYipYoNZ0J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"Y Liu","CEO Political Ideology and Corporate Response to Social Activism--In the Documentary Film Setting",2015,"Academy of Management Proceedings","journals.aom.org","https://journals.aom.org/doi/abs/10.5465/ambpp.2015.11753abstract","https://scholar.google.com/scholar?cites=7361993335549424568&as_sdt=2005&sciodt=2007&hl=en",111,"2025-02-06 14:45:45","","10.5465/ambpp.2015.11753abstract","","",,,,,2,0.20,2,1,10,"… In an effort to understand activism toward corporations, this paper explains when firms … CEO political ideology, conservative or liberalism, would influence the firms’ responses to activism…","","https://scholar.google.com/scholar?q=related:uHM35O4NK2YJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"H Gaule","Corporate activism in India–risks and rewards",2019,"Corporate activism: research, case studies …","cdn.quadriga-hochschule.com","https://cdn.quadriga-hochschule.com/app/uploads/2021/03/QHS_Quadriga-Reader_Corporate-Activism_Adi.pdf#page=17","https://scholar.google.com/scholar?cites=12306653551833276206&as_sdt=2005&sciodt=2007&hl=en",132,"2025-02-06 14:45:45","PDF","","","",,,,,2,0.33,2,1,6,"… Rise of CEO Activism is one of the many undeniable evidences that India Inc. is striving … if they leave CEO activism off the table entirely. While much of the public focus on CEO activism …","https://cdn.quadriga-hochschule.com/app/uploads/2021/03/QHS_Quadriga-Reader_Corporate-Activism_Adi.pdf#page=17","https://scholar.google.com/scholar?q=related:Ll_SsjMEyqoJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"T Edson, D Charsky","Developing authentic corporate activism initiatives",2021,"","core.ac.uk","https://core.ac.uk/download/pdf/425640710.pdf","https://scholar.google.com/scholar?cites=12027489140690189433&as_sdt=2005&sciodt=2007&hl=en",139,"2025-02-06 14:45:45","PDF","","","",,,,,2,0.50,1,2,4,"… Chick-fil-A has been in the national spotlight since the early 2010’s when CEO Dan Cathy … it is a clear example of CEO activism mixed with corporate activism. Further complicating the …","https://core.ac.uk/download/pdf/425640710.pdf","https://scholar.google.com/scholar?q=related:efy0KqY56qYJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"C López Aza, T Pintado Blanco…","Beyond business: Understanding the foundations and practices of corporate activism",2021,"Entrepreneurship in the …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-68390-0_16","https://scholar.google.com/scholar?cites=694934179165578480&as_sdt=2005&sciodt=2007&hl=en",142,"2025-02-06 14:45:45","","10.1007/978-3-030-68390-0_16","","",,,,,2,0.50,1,3,4,"… activism. Third, we propose a descriptive methodology based on the study of corporate activist cases … and immigration are less common; the role of the CEO and their statements may be …","https://www.researchgate.net/profile/Herenia-Ponce-2/publication/363833152_Municipal_policies_in_Spain_to_promote_Sustainable_Development_Goals_SDGs_An_approach_to_the_fourth_sector/links/633082c86063772afd8fe697/Municipal-policies-in-Spain-to-promote-Sustainable-Development-Goals-SDGs-An-approach-to-the-fourth-sector.pdf#page=326","https://scholar.google.com/scholar?q=related:8CRxO_TmpAkJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"J Hinkel, H Poppe, M Toner, C Whitten","Agitators and reformers: How to respond to activist investors",2015,"","bain.com","https://www.bain.com/contentassets/8cfbab05b04c4881b65800052b940db2/bain_brief_agitators_and_reformers.pdf","https://scholar.google.com/scholar?cites=17159664113634172824&as_sdt=2005&sciodt=2007&hl=en",148,"2025-02-06 14:45:45","PDF","","","",,,,,2,0.20,1,4,10,"… CEO’s day is to report that an activist is on the phone and has just taken a position in the CEO… We examined more than 400 activist engagements and found that the targets are getting …","https://www.bain.com/contentassets/8cfbab05b04c4881b65800052b940db2/bain_brief_agitators_and_reformers.pdf","https://scholar.google.com/scholar?q=related:mN8udphfI-4J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"T Mizrahi, K Holmes","Letter in response to social activism article",2018,"Social Work","academic.oup.com","https://academic.oup.com/sw/article-abstract/63/4/379/5077500","https://scholar.google.com/scholar?cites=18047520745876694801&as_sdt=2005&sciodt=2007&hl=en",182,"2025-02-06 14:45:45","","","","",,,,,2,0.29,1,2,7,"… A clear historical change is the impact of technology and social media in politics, leading to the so-called armchair activism. Making calls to representatives is less likely to be done by …","https://academic.oup.com/sw/article/63/4/379/5077500","https://scholar.google.com/scholar?q=related:ESd5nn-sdfoJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"A Gupta, F Briscoe","Organizational Political Ideology and Corporate Responses to Activist Protest",2017,"Academy of Management Proceedings","journals.aom.org","https://journals.aom.org/doi/abs/10.5465/AMBPP.2017.241","https://scholar.google.com/scholar?cites=5240945251961956304&as_sdt=2005&sciodt=2007&hl=en",198,"2025-02-06 14:45:45","","10.5465/AMBPP.2017.241","","",,,,,2,0.25,1,2,8,"… firm experiences activist protest, a liberal firm will be more likely to concede to activist demands … We further consider how the activist’s structural position, in terms of representing primary …","","https://scholar.google.com/scholar?q=related:0Gd2XvCTu0gJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"S Kettunen","Corporate Activism–New Kid on the CSR Block: Perceptions of Social Justice in Starbucks' Corporate Activism Discourses",2020,"","trepo.tuni.fi","https://trepo.tuni.fi/handle/10024/121568","https://scholar.google.com/scholar?cites=17429232315697829438&as_sdt=2005&sciodt=2007&hl=en",215,"2025-02-06 14:45:45","","","","",,,,,2,0.40,2,1,5,"… concept of corporate activism is intertwined with the terms of “CEO activism” and “brand activism”. … CEO activism emphasizes the role of the company leadership as societal activists and …","https://trepo.tuni.fi/bitstream/handle/10024/121568/KettunenSalla.pdf?sequence=2","https://scholar.google.com/scholar?q=related:PpbtdHIS4fEJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"H Margoc","Shareholder Activism in Canada: A Deliberate Policy Choice",2016,"Banking &Finance Law Review","search.proquest.com","https://search.proquest.com/openview/2c43a8ed95cbc341b1e99220df202a48/1?pq-origsite=gscholar&cbl=44976","https://scholar.google.com/scholar?cites=17735936089811847869&as_sdt=2005&sciodt=2007&hl=en",221,"2025-02-06 14:45:45","","","","",,,,,2,0.22,2,1,9,"… to the activist in almost every respect. This paper portrays shareholder activism as a less … , and then traces the history of shareholder activism from the United States to Canada. The …","","https://scholar.google.com/scholar?q=related:vQpEmOezIvYJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"J Disch, MB Kingston","Using activism to get nurses on boards",2021,"Nursing administration quarterly","journals.lww.com","https://journals.lww.com/naqjournal/fulltext/2021/07000/Using_Activism_to_Get_Nurses_on_Boards.9.aspx","https://scholar.google.com/scholar?cites=7234200379480629696&as_sdt=2005&sciodt=2007&hl=en",224,"2025-02-06 14:45:45","","","","",,,,,2,0.50,1,2,4,"… “But where would we find someone?” asked the CEO. The nurse leader consultant offered to provide the names of 3 strong individuals who could effectively serve on the board of an …","","https://scholar.google.com/scholar?q=related:wGHwrOoKZWQJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"D Schiereck, J Vogt, N Lethaus","Activist investors: a literature review on recent evidence",2023,"… Ownership and Control","digitalcollection.zhaw.ch","https://digitalcollection.zhaw.ch/handle/11475/30367","https://scholar.google.com/scholar?cites=8054436287534174400&as_sdt=2005&sciodt=2007&hl=en",232,"2025-02-06 14:45:45","","","","",,,,,2,1.00,1,3,2,"… -the-art of activist investor attacks in global financial markets where activist investors increase their number of … Hedge fund activism leads to significantly higher CEO turnover and affects …","https://digitalcollection.zhaw.ch/bitstream/11475/30367/3/2023_Schiereck-etal_Activist-investors-lit-review-evidence_cocv.pdf","https://scholar.google.com/scholar?q=related:wJB9GCEbx28J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"CJ Bethel","Active Activism: Leveraging Social Responsibility in Athletic Brands",2019,"","scholarsbank.uoregon.edu","https://scholarsbank.uoregon.edu/xmlui/handle/1794/24996","https://scholar.google.com/scholar?cites=16857072629504074824&as_sdt=2005&sciodt=2007&hl=en",242,"2025-02-06 14:45:45","","","","",,,,,2,0.33,2,1,6,"… in the rise of brand activism, providing a unique vantage … in their campaigns of social activism: congruency, audience … be successful with a social activism campaign. Brands today can …","https://scholarsbank.uoregon.edu/xmlui/bitstream/handle/1794/24996/Final_Thesis-Bethel.pdf?isAllowed=y&sequence=1","https://scholar.google.com/scholar?q=related:SOSMcj5a8OkJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"W Choi, M Rabarison","Director's activism and firm performance",2016,"","Working paper","","https://scholar.google.com/scholar?cites=9033543735618625235&as_sdt=2005&sciodt=2007&hl=en",279,"2025-02-06 14:45:45","CITATION","","","",,,,,2,0.22,1,2,9,"","","https://scholar.google.com/scholar?q=related:096AcCqYXX0J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"M Burkart, S Lee","Activist investors as brokers of corporate control",2015,"Unpublished working paper. Stockholm School of …","","","https://scholar.google.com/scholar?cites=5544359837760086920&as_sdt=2005&sciodt=2007&hl=en",293,"2025-02-06 14:45:45","CITATION","","","",,,,,2,0.20,1,2,10,"","","https://scholar.google.com/scholar?q=related:iOOhrOWF8UwJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
2,"G Melloni, A Patacconi, N Vikander","CEO Activism as communication to multiple audiences, SSRN Electronic Journal, 1-47",2019,"Erişim: SSRN: https://ssrn. com/abstract","","","https://scholar.google.com/scholar?cites=15348088910727177337&as_sdt=2005&sciodt=2007&hl=en",324,"2025-02-06 14:45:45","CITATION","","","",,,,,2,0.33,1,3,6,"","","https://scholar.google.com/scholar?q=related:eWQB8Ytd_9QJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
3,"A Gooch","Corporate activism in an age of radical uncertainty",2019,"Corporate activism: Research, case studies and …","academia.edu","https://www.academia.edu/download/65786590/Quadriga-Reader_Corporate_Activism_Ana_Adi.pdf#page=8","https://scholar.google.com/scholar?cites=14998256659460017821&as_sdt=2005&sciodt=2007&hl=en",48,"2025-02-06 14:45:45","PDF","","","",,,,,3,0.50,3,1,6,"… They say that CEO activism is a factor in their purchasing decisions. … So we must be mindful that in order for CEO activism to play a transformative role, it must be long-term, sustained …","https://www.academia.edu/download/65786590/Quadriga-Reader_Corporate_Activism_Ana_Adi.pdf#page=8","https://scholar.google.com/scholar?q=related:nU5AtfeCJNAJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
3,"A Baum, DR Hale, M Morfit, DF Larcker…","An activist view of ceo compensation",2017,"Rock Center for …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2958245","https://scholar.google.com/scholar?cites=6589786096814132286&as_sdt=2005&sciodt=2007&hl=en",71,"2025-02-06 14:45:45","","","","",,,,,3,0.38,1,5,8,"… A FrAmework For AnAlyzing ceo PAy One solution is a framework developed by activist … which variable compensation is paid out to the CEO and the relation of this pay to operating and …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2958245","https://scholar.google.com/scholar?q=related:Pgxqdoqfc1sJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
3,"S Berthelot, M Coulmont, V Serret…","INSTITUTIONALISATION OF SHAREHOLDER ACTIVISM IN CANADA: THE STORY OF MÉDAC.",2022,"Revue française de …","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=19622961&AN=177588189&h=kGMjeuNF8Q9ujQ0ph34t62dOYDMpXa1OJJ973O9GJbfqUspinyoc%2FNf58U07Uz5ZJ3ZvGyu9WzMdSKXVzf%2F1Cw%3D%3D&crl=c","https://scholar.google.com/scholar?cites=10752170305975728099&as_sdt=2005&sciodt=2007&hl=en",187,"2025-02-06 14:45:45","","","","",,,,,3,1.00,1,4,3,"Abstract The goal of shareholder activism is to force companies to act according to the … This activism takes the following two forms: financial and social. Financial activism is manifested …","https://hal.science/hal-04041203/document","https://scholar.google.com/scholar?q=related:47cvBO1hN5UJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
4,"J Hochberg","The Political Preferences of Activist CEOs",2020,"Pi Sigma Alpha Undergraduate Journal of Politics","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3789052","https://scholar.google.com/scholar?cites=3672669992199662283&as_sdt=2005&sciodt=2007&hl=en",42,"2025-02-06 14:45:45","","","","",,,,,4,0.80,4,1,5,"… research finds that CEO activism frequency is significantly influenced by a CEO’s partisan … (CPA), confirming recent suggestions that CEO activism is distinct from CPA. Tese findings …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3789052","https://scholar.google.com/scholar?q=related:yypMNubx9zIJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
4,"JP Fidrmuc, S Kanoria","Hedge fund activist entry and CEO compensation",2017,"Available at SSRN 3047917","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3047917","https://scholar.google.com/scholar?cites=4196608742046610469&as_sdt=2005&sciodt=2007&hl=en",75,"2025-02-06 14:45:45","","","","",,,,,4,0.50,2,2,8,"… We find that target firm CEO compensation indeed changes after activism. Our results show that target firms pay their CEOs $353 thousand more than their matched counterparts, in the …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3047917","https://scholar.google.com/scholar?q=related:JbT8kmpZPToJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
4,"J Fidrmuc, S Kanoria","Hedge fund activism and CEO compensation",2017,"","WBS Working Paper","","https://scholar.google.com/scholar?cites=15175520238584548079&as_sdt=2005&sciodt=2007&hl=en",164,"2025-02-06 14:45:45","CITATION","","","",,,,,4,0.50,2,2,8,"","","https://scholar.google.com/scholar?q=related:70qV7kBHmtIJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
4,"PM Mwencha, RK Njuguna","Brand Activism in the Age of Black Lives Matter Movement",2023,"Atlantic Marketing …","digitalcommons.kennesaw.edu","https://digitalcommons.kennesaw.edu/amj/vol12/iss2/5/","https://scholar.google.com/scholar?cites=8360833720073166944&as_sdt=2005&sciodt=2007&hl=en",167,"2025-02-06 14:45:45","","","","",,,,,4,2.00,2,2,2,"… critical review of the brand activism phenomenon against the … by engaging in political activism and aligning with consumer … CEO Activism The practice of CEOs speaking out on issues …","https://digitalcommons.kennesaw.edu/cgi/viewcontent.cgi?article=1319&context=amj","https://scholar.google.com/scholar?q=related:YKARh_ilB3QJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
4,"A Brav, W Jiang, R Li","Governance by persuasion: Hedge fund activism and the market for corporate influence",2021,"European Corporate Governance Institute …","ecgi.global","https://www.ecgi.global/sites/default/files/working_papers/documents/bravjianglifinal.pdf","https://scholar.google.com/scholar?cites=11469550150601038527&as_sdt=2005&sciodt=2007&hl=en",217,"2025-02-06 14:45:45","PDF","","","",,,,,4,1.00,1,3,4,"… finance research on hedge fund activism. We review the … view that hedge fund activism constitutes an important venue … Seifert, former CEO of Deutsche Börse likened activist hedge …","https://www.ecgi.global/sites/default/files/working_papers/documents/bravjianglifinal.pdf","https://scholar.google.com/scholar?q=related:v1oa_BcHLJ8J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
5,"T Keusch","Board monitoring, CEO incentives, and shareholder activism",2018,"CEO Incentives, and Shareholder Activism (July 12 …","papers.ssrn.com","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2746135","https://scholar.google.com/scholar?cites=7682292367555106914&as_sdt=2005&sciodt=2007&hl=en",33,"2025-02-06 14:45:45","PDF","","","",,,,,5,0.71,5,1,7,"… This paper studies how hedge fund activism reshapes board monitoring, CEO incentives and … CEO pay levels rise following activism campaign launch due to target firms’ increased …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2746135","https://scholar.google.com/scholar?q=related:YhjRrDT8nGoJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
5,"A Prestidge","Activist Compensation of Board Nominees and the Middle Ground Response",2015,"Hastings Bus. LJ","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/hbuslj11&section=13","https://scholar.google.com/scholar?cites=16426138813692138812&as_sdt=2005&sciodt=2007&hl=en",73,"2025-02-06 14:45:45","","","","",,,,,5,0.50,5,1,10,"… Like the activistsponsored director in the ABC Corp hypothetical, ABC Corp's CEO, whose compensation is tied almost exclusively to stock performance, is also likely to be more willing …","https://repository.uclawsf.edu/cgi/viewcontent.cgi?article=1026&context=hastings_business_law_journal","https://scholar.google.com/scholar?q=related:PFVgvThe9eMJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
5,"S Kim","Disappearing Discounts: Hedge Fund Activism in Conglomerates",2022,"Available at SSRN 3070676","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3070676","https://scholar.google.com/scholar?cites=181563832036329943&as_sdt=2005&sciodt=2007&hl=en",158,"2025-02-06 14:45:45","","","","",,,,,5,1.67,5,1,3,"… within targeted conglomerate firms combined with information on CEO appointments.Activism events lead to higher rates of CEO replacements, especially by outsiders or candidates …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3070676","https://scholar.google.com/scholar?q=related:14mV4FcLhQIJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
5,"NQ Quartey","Corporate activism in the age of LGBT equality: The promise and limitations of the modern executive champion on LGBT rights",2018,"","search.proquest.com","https://search.proquest.com/openview/93a438ac639e4b2786eb7b70033f9f04/1?pq-origsite=gscholar&cbl=18750","https://scholar.google.com/scholar?cites=11651789859435916871&as_sdt=2005&sciodt=2007&hl=en",249,"2025-02-06 14:45:45","BOOK","","","",,,,,5,0.71,5,1,7,"… Contemporary corporate activism has taken on several distinct meanings in the 21st century including but not limited to CEO activism, shareholder activism, and employee activism. Still …","https://search.proquest.com/openview/93a438ac639e4b2786eb7b70033f9f04/1?pq-origsite=gscholar&cbl=18750","https://scholar.google.com/scholar?q=related:Ry4tsSR5s6EJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
5,"AK Chatterji, MW Toffel","Starbucks'“Race Together” campaign and the upside of CEO activism",2015,"Harvard Business Review","","","https://scholar.google.com/scholar?cites=13960720953045082874&as_sdt=2005&sciodt=2007&hl=en",288,"2025-02-06 14:45:45","CITATION","","","",,,,,5,0.50,3,2,10,"","","https://scholar.google.com/scholar?q=related:-uKaXr1xvsEJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
5,"JY Tsai, S Yuan, IA Coman","Theorizing issue-driven public attention and expectations in audience responses to corporate sociopolitical activism: a mixed-method analysis",2023,"Public relations review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0363811123000681","https://scholar.google.com/scholar?cites=835467003521250950&as_sdt=2005&sciodt=2007&hl=en",317,"2025-02-06 14:45:45","HTML","","","",,,,,5,2.50,2,3,2,"… the divergence in audience conceptions of brand activism and thus limit the transferability of … degree of public attention to companies’ issue activism and the degree of individual support. …","https://www.sciencedirect.com/science/article/pii/S0363811123000681","https://scholar.google.com/scholar?q=related:hrZxLtAsmAsJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
6,"A Cook, C Glass, AR Ingersoll","Who speaks? Individual and institutional predictors of CEO activism",2023,"Social Science Quarterly","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/ssqu.13276","https://scholar.google.com/scholar?cites=14056561078062394144&as_sdt=2005&sciodt=2007&hl=en",16,"2025-02-06 14:45:45","","10.1111/ssqu.13276","","",,,,,6,3.00,2,3,2,"… examining institutional predictors of CEO activism. We seek … , with research on CEO activism by exploring whether gender, race… in CEO activism, we rely on data on CEO activism among …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/ssqu.13276","https://scholar.google.com/scholar?q=related:IKt9XdPvEsMJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
6,"경량고, 우진김","The effect of pension fund activism on the stock market and the role of media: evidence from Korea",2020,"Korean Journal of Financial Studies","e-kjfs.org","http://www.e-kjfs.org/journal/view.php?doi=10.26845/KJFS.2020.08.49.4.489","https://scholar.google.com/scholar?cites=2841062517803646446&as_sdt=2005&sciodt=2007&hl=en",193,"2025-02-06 14:45:45","HTML","10.26845/KJFS.2020.08.49.4.489","","",,,,,6,1.20,3,2,5,"… Utilizing the policy change, we study how the stock market reacts to pension fund activism. The NPS is a Korean public … The separation of CEO and board chair is not guaranteed. 1 …","http://www.e-kjfs.org/journal/view.php?doi=10.26845/KJFS.2020.08.49.4.489","https://scholar.google.com/scholar?q=related:7v1crk57bScJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
6,"DF Larcker, B Tayan","2018 CEO Activism Survey",2018,"Te Rock Center for Corporate Governance","","","https://scholar.google.com/scholar?cites=15760995177707613313&as_sdt=2005&sciodt=2007&hl=en",294,"2025-02-06 14:45:45","CITATION","","","",,,,,6,0.86,3,2,7,"","","https://scholar.google.com/scholar?q=related:gSzo2ZtNutoJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
7,"A Miguel, S Miranda","Brand Activism Effectiveness: The Predictors and Potential Effects of Brand Activist Actions",2023,"Media &Jornalismo","impactum-journals.uc.pt","https://impactum-journals.uc.pt/mj/article/view/12209","https://scholar.google.com/scholar?cites=2634530004187854186&as_sdt=2005&sciodt=2007&hl=en",201,"2025-02-06 14:45:45","","","","",,,,,7,3.50,4,2,2,"… of brand activism, developing a theoretical model of the effectiveness of brand activism that … This article thus contributes to a better understanding of the phenomenon of brand activism, …","https://impactum-journals.uc.pt/mj/article/download/12209/9288","https://scholar.google.com/scholar?q=related:arW5mRS7jyQJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
8,"S Homroy, S Gangopadhyay","Strategic CEO activism in polarized markets",2023,"Journal of Financial and Quantitative …","cambridge.org","https://www.cambridge.org/core/journals/journal-of-financial-and-quantitative-analysis/article/strategic-ceo-activism-in-polarized-markets/91E22D50F99D5732D19D08A26C596C24","https://scholar.google.com/scholar?cites=8061065272953005404&as_sdt=2005&sciodt=2007&hl=en",13,"2025-02-06 14:45:45","","","","",,,,,8,4.00,4,2,2,"… behaviour around CEO activism events, conditional on socio-political value alignment. We sharply focus on their interactions with the firm around the CEO activism events using …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/91E22D50F99D5732D19D08A26C596C24/S0022109023001382a.pdf/strategic-ceo-activism-in-polarized-markets.pdf","https://scholar.google.com/scholar?q=related:XOWZCSio3m8J:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
8,"C Reyes","Spinning at the border: Employee activism in'big PR'",2021,"Media and Communication","digitalcommons.trinity.edu","https://digitalcommons.trinity.edu/comm_faculty/66/","https://scholar.google.com/scholar?cites=2382773213849141498&as_sdt=2005&sciodt=2007&hl=en",326,"2025-02-06 14:45:45","","","","",,,,,8,2.00,8,1,4,"… It also fills a gap in the literature on internal activism by analyzing the case of The Ogilvy … He claimed that not even the CEO is allowed to let personal beliefs interfere with the profit of …","https://digitalcommons.trinity.edu/cgi/viewcontent.cgi?article=1066&context=comm_faculty","https://scholar.google.com/scholar?q=related:-kDLD51PESEJ:scholar.google.com/&scioq=%22ceo%22+%22activism%22%7C%22activist%22&hl=en&as_sdt=2007&as_ylo=2014&as_yhi=2023"
